EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
801152,EASTERN COCHISE COUNTY BELOW 5000 FEET (ZONE), ,01/01/2019,1330,Winter Storm, , ,0,0,20000,0,AZ,MST-7, ,133170,Z,508,TWC,0,0,Public, , , , , , , , ,01/02/2019,1700, , , , ,"Snowfall began the afternoon of January 1. 3 inches of snow was common across the area with Willcox reporting 4 inches, Portal 7 inches, Douglas 3 inches, and Paradise 3 inches. There were also reports of accidents on I-10 involving cars or semi's sliding off the road as well as minor crashes.","A relatively strong and cold weather system impacted southeast Arizona New Year's Eve through January 2nd.  This storm resulted in heavy snow across area mountain ranges through New Year's Day, especially over 7000 feet in elevation with some locations receiving over a foot of snow. Heavy snow shifted to the lower elevations south and east of Tucson overnight on January 1st and on January 2nd. Snow levels dropped to 2500 feet and snow reports ranged from 2 to 7 inches on the valley floors.",11
801151,UPPER SAN PEDRO RIVER VALLEY (ZONE), ,01/02/2019,100,Winter Storm, , ,0,0,5000,0,AZ,MST-7, ,133170,Z,507,TWC,0,0,Public, , , , , , , , ,01/02/2019,1340, , , , ,"Snowfall began early in the morning January 2nd. Sierra Vista recorded 3 inches, Benson recorded 3-4 inches, and Huachuca City recorded 3 inches. Several minor accidents were reported.","A relatively strong and cold weather system impacted southeast Arizona New Year's Eve through January 2nd.  This storm resulted in heavy snow across area mountain ranges through New Year's Day, especially over 7000 feet in elevation with some locations receiving over a foot of snow. Heavy snow shifted to the lower elevations south and east of Tucson overnight on January 1st and on January 2nd. Snow levels dropped to 2500 feet and snow reports ranged from 2 to 7 inches on the valley floors.",12
797569,UPPER SANTA CRUZ RIVER AND ALTAR VALLEYS (ZONE), ,01/02/2019,100,Winter Storm, , ,0,0,10000,0,AZ,MST-7, ,133170,Z,503,TWC,0,0,Broadcast Media, , , , , , , , ,01/02/2019,800, , , , ,"Heavy snow fell during the early morning hours of January 2nd in Santa Cruz and far southeast sections of Pima County.  Snow reports were generally in the 2 to 5 inch range in Vail, Corona De Tucson, Rio Rico, Nogales and Patagonia.  However an isolated report of 6 inches was received from Nogales and Kino Springs reported 7 inches. State Route 82 was closed between the Nogales Airport and Patagonia after several vehicles became stuck in the snow, including a jackknifed semi truck.","A relatively strong and cold weather system impacted southeast Arizona New Year's Eve through January 2nd.  This storm resulted in heavy snow across area mountain ranges through New Year's Day, especially over 7000 feet in elevation with some locations receiving over a foot of snow. Heavy snow shifted to the lower elevations south and east of Tucson overnight on January 1st and on January 2nd. Snow levels dropped to 2500 feet and snow reports ranged from 2 to 7 inches on the valley floors.",13
797570,TUCSON METRO AREA (ZONE), ,01/02/2019,100,Winter Storm, , ,0,0,0,0,AZ,MST-7, ,133170,Z,504,TWC,0,0,Broadcast Media, , , , , , , , ,01/02/2019,800, , , , ,"Heavy snow fell during the early morning hours of January 2nd in Santa Cruz and far southeast sections of Pima County.  Snow reports were generally in the 2 to 5 inch range in Vail, Corona De Tucson, Rio Rico, Nogales and Patagonia.  However an isolated report of 6 inches was received from Nogales and Kino Springs reported 7 inches. State Route 82 was closed between the Nogales Airport and Patagonia after several vehicles became stuck in the snow, including a jackknifed semi truck.","A relatively strong and cold weather system impacted southeast Arizona New Year's Eve through January 2nd.  This storm resulted in heavy snow across area mountain ranges through New Year's Day, especially over 7000 feet in elevation with some locations receiving over a foot of snow. Heavy snow shifted to the lower elevations south and east of Tucson overnight on January 1st and on January 2nd. Snow levels dropped to 2500 feet and snow reports ranged from 2 to 7 inches on the valley floors.",14
797133,WESTERN MOGOLLON RIM (ZONE), ,01/05/2019,2200,Heavy Snow, , ,0,0,0,0,AZ,MST-7, ,133244,Z,15,FGZ,0,0,Trained Spotter, , , , , , , , ,01/07/2019,500, , , , ,"Heavy snow fell across the Western Mogollon Rim south of Flagstaff.  Eight inches of snow fell in Mountaire by 1000 AM on the 6th.  Ten inches to a foot of snow fell by the time the snow ended in Mountaire and Munds Park early on the 7th.","A winter storm spread snow across portions of northern Arizona. Some locations received heavy snow.",15
799122,BUCKEYE/AVONDALE (ZONE), ,01/07/2019,515,Dense Fog, , ,0,0,0,0,AZ,MST-7, ,133581,Z,540,PSR,0,0,Public, , , , , , , , ,01/07/2019,900, , , , ,"Humidity was high during the morning hours on January 7th, and conditions were favorable for the formation of fog. Areas of dense fog developed in the Tolleson area, and at 0530MST a member of the public reported that visibility had lowered to around 1/4 mile in dense fog. A Dense Fog Advisory was in effect at the time of the report, and it remained in effect through 0900MST. No accidents were reported due to the sharply reduced visibility and associated hazardous driving conditions.","Humidity was high across the south-central deserts, including the greater Phoenix area, during the morning hours on January 7th, and conditions were favorable for the formation of fog. Areas of dense fog developed starting in the early morning, and the fog affected communities such as Tolleson, Maricopa and Casa Grande. The public reported visibility below one quarter mile in dense fog in both Maricopa and Tolleson, and a trained spotter indicated that visibility had dropped to less than 1/16 of a mile near Interstate 10 and Florence Boulevard 4 miles east of Casa Grande. Dense Fog Advisories were issued in response to the sharply lowered visibility and fortunately, no accidents were reported.",16
799123,NORTHWEST PINAL COUNTY (ZONE), ,01/07/2019,530,Dense Fog, , ,0,0,0,0,AZ,MST-7, ,133581,Z,553,PSR,0,0,Public, , , , , , , , ,01/07/2019,900, , , , ,"Humidity was high across the south-central deserts during the early morning hours on January 7th, and conditions were favorable for the formation of fog. Areas of dense fog did develop across portions of Northwest Pinal County and affected the communities of Maricopa and Casa Grande. At 0631MST the public reported that visibility had dropped below 1/4 mile in dense fog in the town of Maricopa. A bit later, at 0812MST, a trained spotter 4 miles east of Casa Grande reported that visibility had fallen below 1/16 of a mile near Interstate 10 and Florence Boulevard. A Dense Fog Advisory was in effect at the time of the reports, and it remained in effect through 0900MST. Fortunately no accidents were reported due to the sharply reduced visibility and associated hazardous driving conditions.","Humidity was high across the south-central deserts, including the greater Phoenix area, during the morning hours on January 7th, and conditions were favorable for the formation of fog. Areas of dense fog developed starting in the early morning, and the fog affected communities such as Tolleson, Maricopa and Casa Grande. The public reported visibility below one quarter mile in dense fog in both Maricopa and Tolleson, and a trained spotter indicated that visibility had dropped to less than 1/16 of a mile near Interstate 10 and Florence Boulevard 4 miles east of Casa Grande. Dense Fog Advisories were issued in response to the sharply lowered visibility and fortunately, no accidents were reported.",17
799124,YUMA (ZONE), ,01/07/2019,630,Dense Fog, , ,0,0,0,0,AZ,MST-7, ,133582,Z,532,PSR,0,0,Public, , , , , , , , ,01/07/2019,900, , , , ,"Humidity was high across the southwest deserts, and conditions were favorable for the formation of morning fog in the Yuma area. Dense fog developed in Yuma during the morning on January 7th; at 0650MST the public reported visibility less than 1/4 mile in dense fog at Avenue B and 12th Street. At 0700MST another member of the public reported that visibility had fallen to 150 feet in dense fog about 2 miles southwest of Yuma. A Dense Fog Advisory was in effect at the time of the reports and fortunately there were no accidents reported due to the sharply reduced visibility.","Humidity was high across the southwestern deserts during the morning hours on January 7th, and conditions were favorable for the formation of fog. Dense fog developed across portions of the community of Yuma, aided by good radiational cooling and relatively light wind. According to members of the public, starting at about 0650MST visibility dropped to less than 1/4 mile in dense fog at Avenue B and 12th Street in Yuma. Shortly after that, visibility fell to 150 feet about 2 miles southwest of Yuma. A Dense Fog Advisory was in effect at the time of the reports and fortunately there were no reports of accidents due to the sharply reduced visibility and associated hazardous driving conditions.",18
797213,LITTLE COLORADO RIVER VALLEY IN APACHE COUNTY (ZONE), ,01/12/2019,2200,Heavy Snow, , ,0,0,0,0,AZ,MST-7, ,133245,Z,14,FGZ,0,0,Public, , , , , , , , ,01/13/2019,900, , , , ,"Eight to ten inches of snow fell in the Vernon area.","A winter storm brought heavy snow to areas of northern Arizona on January 12 and 13.",19
797164,EASTERN MOGOLLON RIM (ZONE), ,01/12/2019,2200,Heavy Snow, , ,0,0,0,0,AZ,MST-7, ,133245,Z,16,FGZ,0,0,Public, , , , , , , , ,01/13/2019,900, , , , ,"Eight inches of snow fell between 1000 PM on the 12th and 9 AM on the 13th in Forest Lakes.  Light snow was still falling at the time of the observation. Ten inches of snow fell in Heber-Overgaard.","A winter storm brought heavy snow to areas of northern Arizona on January 12 and 13.",20
797214,LITTLE COLORADO RIVER VALLEY IN NAVAJO COUNTY (ZONE), ,01/12/2019,2200,Heavy Snow, , ,0,0,0,0,AZ,MST-7, ,133245,Z,13,FGZ,0,0,Public, , , , , , , , ,01/13/2019,800, , , , ,"Eight inches of snow fell 5 miles northwest of Taylor. Nine inches of snow fell about 10 miles northwest of the town of Snowflake. Four inches of snow fell in Winslow at an elevation around 4900 feet.   Eight and a half inches of snow fell in Shumway.","A winter storm brought heavy snow to areas of northern Arizona on January 12 and 13.",21
797171,WHITE MOUNTAINS (ZONE), ,01/12/2019,2200,Heavy Snow, , ,0,0,0,0,AZ,MST-7, ,133245,Z,17,FGZ,0,0,Public, , , , , , , , ,01/13/2019,700, , , , ,"Snow started falling in Lakeside (near Show Low) around 1000 PM and 8.0 inches of new snow fell by 655 AM on the 13th. Eleven inches of snow was reported on the east side of Show Low.","A winter storm brought heavy snow to areas of northern Arizona on January 12 and 13.",22
797184,WESTERN MOGOLLON RIM (ZONE), ,01/13/2019,0,Heavy Snow, , ,0,0,0,0,AZ,MST-7, ,133245,Z,15,FGZ,0,0,Public, , , , , , , , ,01/13/2019,730, , , , ,"A public report from the Timberline neighborhood (northeast Flagstaff) indicated that 7.5 inches of snow fell between midnight and 730 AM on the 13th.  Light snow was still falling at the time of the observation.","A winter storm brought heavy snow to areas of northern Arizona on January 12 and 13.",23
797292,GRAND CANYON COUNTRY (ZONE), ,01/14/2019,2300,Heavy Snow, , ,0,0,0,0,AZ,MST-7, ,133263,Z,6,FGZ,0,0,Public, , , , , , , , ,01/15/2019,2000, , , , ,"Ten to twelve inches of snow fell along the South Rim of the Grand Canyon.","A low pressure center and cold front moved across northern Arizona overnight. The South Rim of the Grand Canyon received heavy snowfall. Heavy rain was reported in southwest Yavapai County.",24
802912,KAIBAB PLATEAU (ZONE), ,01/14/2019,2300,Heavy Snow, , ,0,0,0,0,AZ,MST-7, ,133263,Z,4,FGZ,0,0,Park/Forest Service, , , , , , , , ,01/15/2019,2000, , , , ,"Snow started falling on the North Rim of the Grand Canyon (Kaibab Plateau) around 11 PM and continued through 5 PM on January 15.  Just over a foot of snow was observed.","A low pressure center and cold front moved across northern Arizona overnight. The South Rim of the Grand Canyon received heavy snowfall. Heavy rain was reported in southwest Yavapai County.",25
797298,YAVAPAI CO.,BAGDAD ARPT,01/15/2019,130,Heavy Rain, , ,0,0,0,0,AZ,MST-7, ,133263,C,25,FGZ,0,0,Public, , , ,0,NNW,1,NNE,CAMP WOOD,01/15/2019,1900,34.604,-113.1715,34.82,-112.96,"Barney Well Camp/Yolo Ranch reported 5.20 inches of rain in about 17 hours.","A low pressure center and cold front moved across northern Arizona overnight. The South Rim of the Grand Canyon received heavy snowfall. Heavy rain was reported in southwest Yavapai County.",26
793713,NORTHWEST DESERTS (ZONE), ,01/15/2019,835,Dense Fog, , ,0,0,0,0,AZ,MST-7, ,132648,Z,3,VEF,0,0,Department of Highways, , , , , , , , ,01/15/2019,1030, , , , ,"Dense fog reduced visibility to a quarter mile or less in Golden Valley and also on Interstate 40 east of Kingman.","Two back to back Pacific storms produced rain, snow, and fog around the region.",27
799118,MARICOPA CO.,GLADDEN,01/15/2019,1600,Flash Flood, , ,0,0,1000,0,AZ,MST-7, ,133577,C,13,PSR,0,0,Mesonet,Heavy Rain, , ,19,S,15,WNW,TONOPAH,01/15/2019,1930,33.6323,-113.3288,33.5868,-113.1722,"Heavy rain developed across the western portion of Maricopa County during the afternoon hours on January 15th, with peak rain rates in excess of one half inch per hour. The heavy rain resulted in an episode of flash flooding within the Tiger Wash, across the far northwestern portion of the county. The flash flooding caused water to swiftly flow across Eagle Eye Road where the wash crosses the road, and this information was based on mesonet stream gage data from the Maricopa County Flood Control District gage network. The stream gage was located upstream of the crossing and heavy flow in the wash resulted in the alarm stage being exceeded. The gage reported a peak stage of 5.75 feet. The flash flooding was estimated to have occurred at 1736MST based on the stream gage data and known impacts when the alarm stage was exceeded. A Flash Flood Warning had been issued earlier, at 1533MST and it was allowed to expire at 1930MST. No accidents or injuries were reported due to the flash flooding.","Widespread rain, moderate to heavy at times, developed across the deserts of far southeast California and southwest Arizona during the morning hours on January 15th. Peak rain rates were in excess of one half inch per hour at times and led to episodes of areal flooding. As the day progressed, rains moved into the central deserts and affected western Maricopa County, leading to an episode of flash flooding over far northwest portions of the county and just east of the county line. Flash flooding developed in the Tiger Wash and resulted in swift moving water flowing across Eagle Eye Road. A Flash Flood Warning was issued due to the swift moving water and the danger it posed to passing motorist. No accidents or injuries were reported due to the flash flooding.",28
799119,SOUTH MOUNTAIN/AHWATUKEE (ZONE), ,01/16/2019,730,Dense Fog, , ,0,0,0,0,AZ,MST-7, ,133579,Z,550,PSR,0,0,Public, , , , , , , , ,01/16/2019,1100, , , , ,"Humidity remained high across the greater Phoenix area during the morning hours on January 16, in the wake of widespread rain that occurred the previous day. Conditions were favorable for fog formation, and areas of dense fog developed during the early to mid morning hours, impacting the areas around South Mountain and Ahwatukee. At 0909MST, the public reported dense fog about 4 miles southeast of the Ahwatukee Foothills. Visibility lowered to near zero miles due to the dense fog. A Dense Fog Advisory was in effect at the time of the report, and remained in effect through 1100MST. No accidents were reported despite hazardous driving conditions due to the sharply restricted visibility.","Significant rains occurred over the central deserts on January 15th, resulting in some urban flooding as well as an episode of flash flooding over western Maricopa County during the afternoon. In the wake of the widespread rainfall, skies cleared and low level humidities remained high going into the morning hours on January 16th. Conditions were favorable for the formation of fog, and patchy very dense fog did indeed develop over portions of the greater Phoenix metropolitan area. Visibility dropped to near zero miles in the Ahwatukee Foothills, and down to around one quarter mile in the community of Tolleson. Dense Fog Advisories were issued for much of the lower desert, including portions of the Phoenix area. No accidents were reported due to the dense fog despite the hazardous morning rush hour driving conditions brought on by severely restricted visibility.",29
799120,BUCKEYE/AVONDALE (ZONE), ,01/16/2019,730,Dense Fog, , ,0,0,0,0,AZ,MST-7, ,133579,Z,540,PSR,0,0,Public, , , , , , , , ,01/16/2019,1100, , , , ,"Humidities were very high across the greater Phoenix area during the morning hours on January 16th, following widespread rain that had occurred the previous day. Conditions were favorable for the formation of fog, and indeed, dense fog did occur across portions of the greater Phoenix area. At 0755MST, the public reported dense fog about 1 mile southwest of the community of Tolleson. They reported that visibility dropped to about 1/4 mile in the dense fog. Shorty after that, at 0832MST, local broadcast media reported dense fog 1 mile northwest of Tolleson. Visibility had also fallen to 1/4 mile in the dense fog. A Dense Fog Advisory was already in effect for the area, and remained in place through 1100MST. No accidents were reported as a result of the dense fog, despite the hazardous driving conditions during rush hour brought on by the sharply reduced visibility.","Significant rains occurred over the central deserts on January 15th, resulting in some urban flooding as well as an episode of flash flooding over western Maricopa County during the afternoon. In the wake of the widespread rainfall, skies cleared and low level humidities remained high going into the morning hours on January 16th. Conditions were favorable for the formation of fog, and patchy very dense fog did indeed develop over portions of the greater Phoenix metropolitan area. Visibility dropped to near zero miles in the Ahwatukee Foothills, and down to around one quarter mile in the community of Tolleson. Dense Fog Advisories were issued for much of the lower desert, including portions of the Phoenix area. No accidents were reported due to the dense fog despite the hazardous morning rush hour driving conditions brought on by severely restricted visibility.",30
802916,LITTLE COLORADO RIVER VALLEY IN APACHE COUNTY (ZONE), ,01/21/2019,710,High Wind,59.00, ,0,0,0,0,AZ,MST-7,MG,134094,Z,14,FGZ,0,0,ASOS, , , , , , , , ,01/21/2019,1435, , , , ,"The Springerville Airport ASOS measured sustained winds above 40 MPH between 710 AM and 215 PM, wind gusts above 58 MPH between 755 AM and 235 PM, and a peak wind gust of 68 MPH at 155 PM.  The St Johns Airport ASOS measured sustained winds above 40 MPH between 910 AM AM and 135 PM, wind gusts above 58 MPH between 1025 AM and 120 PM, and a peak wind gust of 64 MPH at 135 PM.","A quick moving strong cold front moved across Arizona with areas of high winds.",31
802922,LITTLE COLORADO RIVER VALLEY IN NAVAJO COUNTY (ZONE), ,01/21/2019,840,High Wind,61.00, ,0,0,0,0,AZ,MST-7,MG,134094,Z,13,FGZ,0,0,ASOS, , , , , , , , ,01/21/2019,1400, , , , ,"The Winslow Airport ASOS measured sustained winds above 40 MPH between 840 AM and 105 PM, wind gusts above 58 MPH between 956 AM and 1040 AM, and a peak wind gust of 64 MPH at 1143 AM.  The Taylor Airport ASOS measured sustained winds above 40 MPH between 1150 AM and 200 PM, wind gusts above 58 MPH between1155 AM and 135 PM, and a peak wind gust of 70 MPH at 1255 PM. An ADOT wind sensor at Jackrabbit along I-40 reported a peak wind gust of 63 MPH at 0952. A wind sensor in Woodruff along SR-77 reported a peak wind gust of 62 MPH at 952 AM.","A quick moving strong cold front moved across Arizona with areas of high winds.",32
808297,COCONINO CO.,MOUNTAINAIRE,02/03/2019,615,Flash Flood, , ,0,0,0,0,AZ,MST-7, ,134860,C,5,FGZ,0,0,Other Federal Agency,Heavy Rain, , ,6,W,3,E,SEDONA,02/04/2019,1915,35.0193,-111.6979,34.8457,-111.6948,"Oak Creek in Sedona rose 7 feet between 615 AM and 830 AM. Numerous low water crossings in Oak Creek Canyon were flooded. The creek dropped below bank full by 700 PM on February 4 in Sedona.  The river gauge at Page Springs rose 9 feet between noon and 230 PM.  At the peak of the flooding at the Page Springs RV Park, a foot of water was flowing through the park. at the peak of the flooding.  One large treek and several small trees came down.  Red mud was deposited throughout the RV park.  The water continued to flow downstream from Sedona into the Verde River where it was no longer a flood issue.","A Pacific cold front brought widespread rain and high mountain snow to northern Arizona February 2-3. The front also brought gusty southwest winds to the area.",33
808309,YAVAPAI CO.,RIMROCK ARPT,02/03/2019,1100,Flash Flood, , ,0,0,0,0,AZ,MST-7, ,134860,C,25,FGZ,0,0,Other Federal Agency,Heavy Rain, , ,6,N,1,N,MONTEZUMA CASTLE,02/04/2019,1100,34.73,-111.78,34.6388,-111.8309,"Dry Beaver Creek rose 6 feet between 11 AM and 2 PM. This water flowed into Wet Beaver Creek and then the Verde River.","A Pacific cold front brought widespread rain and high mountain snow to northern Arizona February 2-3. The front also brought gusty southwest winds to the area.",34
808320,YAVAPAI CO.,BEAVER CREEK,02/03/2019,1615,Flash Flood, , ,0,0,0,0,AZ,MST-7, ,134860,C,25,FGZ,0,0,Other Federal Agency,Heavy Rain, , ,1,E,0,ESE,CAMP VERDE,02/04/2019,1615,34.6713,-111.6753,34.568,-111.846,"Wet Beaver Creek rose 6.5 feet from 415 pm TO 7 PM.  This water flowed down into the Verde River where flooding was not an issue.","A Pacific cold front brought widespread rain and high mountain snow to northern Arizona February 2-3. The front also brought gusty southwest winds to the area.",35
808334,KAIBAB PLATEAU (ZONE), ,02/04/2019,1800,Heavy Snow, , ,0,0,0,0,AZ,MST-7, ,134867,Z,4,FGZ,0,0,Trained Spotter, , , , , , , , ,02/06/2019,1400, , , , ,"Eighteen inches of snow fell in Jacob Lake. The bulk of the snow fell between the evening of February 4 and the evening of February 5.","A strong cold front brought heavy snow to parts of northern Arizona above 6000 feet.",36
